entity_id,dataset,known_pct,unknown_pct,raw_weight,required_weight
FLEXPORT-1019,STRAIN,0,1,0,1.75
CONVOY-1020,STRUCTURAL,0.12,0.88,0.3,2.5
CONVOY-1020,COMPLEXITY,0,1,0,2
CONVOY-1020,STRAIN,0,1,0,1.75
UBER-FREIGHT-1021,STRUCTURAL,0.2,0.8,0.5,2.5
UBER-FREIGHT-1021,COMPLEXITY,0,1,0,2
UBER-FREIGHT-1021,STRAIN,0,1,0,1.75
LYFT-LOGISTICS-1022,STRUCTURAL,0.2,0.8,0.5,2.5
LYFT-LOGISTICS-1022,COMPLEXITY,0,1,0,2
LYFT-LOGISTICS-1022,STRAIN,0,1,0,1.75
DOORDASH-DRIVE-1023,STRUCTURAL,0.12,0.88,0.3,2.5
DOORDASH-DRIVE-1023,COMPLEXITY,0,1,0,2
DOORDASH-DRIVE-1023,STRAIN,0,1,0,1.75
INSTACART-PLATFORM-1024,STRUCTURAL,0.2,0.8,0.5,2.5
INSTACART-PLATFORM-1024,COMPLEXITY,0,1,0,2
INSTACART-PLATFORM-1024,STRAIN,0,1,0,1.75
GOPUFF-1025,STRUCTURAL,0.12,0.88,0.3,2.5
GOPUFF-1025,COMPLEXITY,0,1,0,2
GOPUFF-1025,STRAIN,0,1,0,1.75
GETIR-1026,STRUCTURAL,0.12,0.88,0.3,2.5
GETIR-1026,COMPLEXITY,0,1,0,2
GETIR-1026,STRAIN,0,1,0,1.75
FLINK-1027,STRUCTURAL,0.2,0.8,0.5,2.5
FLINK-1027,COMPLEXITY,0,1,0,2
FLINK-1027,STRAIN,0,1,0,1.75
GORILLAS-1028,STRUCTURAL,0.12,0.88,0.3,2.5
GORILLAS-1028,COMPLEXITY,0,1,0,2
GORILLAS-1028,STRAIN,0,1,0,1.75
BUY-NOW-U-S-1029,STRUCTURAL,0.2,0.8,0.5,2.5
BUY-NOW-U-S-1029,COMPLEXITY,0,1,0,2
BUY-NOW-U-S-1029,STRAIN,0,1,0,1.75
ZIPLINE-1030,STRUCTURAL,0.12,0.88,0.3,2.5
ZIPLINE-1030,COMPLEXITY,0,1,0,2
ZIPLINE-1030,STRAIN,0,1,0,1.75
WING-U-S-1031,STRUCTURAL,0.2,0.8,0.5,2.5
WING-U-S-1031,COMPLEXITY,0,1,0,2
WING-U-S-1031,STRAIN,0,1,0,1.75
MATTERNET-1032,STRUCTURAL,0.2,0.8,0.5,2.5
MATTERNET-1032,COMPLEXITY,0,1,0,2
MATTERNET-1032,STRAIN,0,1,0,1.75
SKYCELL-1033,STRUCTURAL,0.2,0.8,0.5,2.5
SKYCELL-1033,COMPLEXITY,0,1,0,2
SKYCELL-1033,STRAIN,0,1,0,1.75
LOGMORE-1034,STRUCTURAL,0.12,0.88,0.3,2.5
LOGMORE-1034,COMPLEXITY,0,1,0,2
LOGMORE-1034,STRAIN,0,1,0,1.75
TIVE-1035,STRUCTURAL,0.12,0.88,0.3,2.5
TIVE-1035,COMPLEXITY,0,1,0,2
TIVE-1035,STRAIN,0,1,0,1.75
PROJECT44-1036,STRUCTURAL,0.2,0.8,0.5,2.5
PROJECT44-1036,COMPLEXITY,0,1,0,2
PROJECT44-1036,STRAIN,0,1,0,1.75
FOURKITES-1037,STRUCTURAL,0.12,0.88,0.3,2.5
FOURKITES-1037,COMPLEXITY,0,1,0,2
FOURKITES-1037,STRAIN,0,1,0,1.75
MOTIVE-1038,STRUCTURAL,0.12,0.88,0.3,2.5
MOTIVE-1038,COMPLEXITY,0,1,0,2
MOTIVE-1038,STRAIN,0,1,0,1.75
AURIC-1039,STRUCTURAL,0.12,0.88,0.3,2.5
AURIC-1039,COMPLEXITY,0,1,0,2
AURIC-1039,STRAIN,0,1,0,1.75
RECESS-1040,STRUCTURAL,0.2,0.8,0.5,2.5
RECESS-1040,COMPLEXITY,0,1,0,2
RECESS-1040,STRAIN,0,1,0,1.75
KIN-EUPHORICS-1041,STRUCTURAL,0.12,0.88,0.3,2.5
KIN-EUPHORICS-1041,COMPLEXITY,0,1,0,2
KIN-EUPHORICS-1041,STRAIN,0,1,0,1.75
GHIA-1042,STRUCTURAL,0.2,0.8,0.5,2.5
GHIA-1042,COMPLEXITY,0,1,0,2
GHIA-1042,STRAIN,0,1,0,1.75
DE-SOI-1043,STRUCTURAL,0.12,0.88,0.3,2.5
DE-SOI-1043,COMPLEXITY,0,1,0,2
DE-SOI-1043,STRAIN,0,1,0,1.75
THREE-SPIRIT-1044,STRUCTURAL,0.12,0.88,0.3,2.5
THREE-SPIRIT-1044,COMPLEXITY,0,1,0,2
THREE-SPIRIT-1044,STRAIN,0,1,0,1.75
SEED-1045,STRUCTURAL,0.2,0.8,0.5,2.5
SEED-1045,COMPLEXITY,0,1,0,2
SEED-1045,STRAIN,0,1,0,1.75
HUM-1046,STRUCTURAL,0.12,0.88,0.3,2.5
HUM-1046,COMPLEXITY,0,1,0,2
HUM-1046,STRAIN,0,1,0,1.75
CARE-OF-1047,STRUCTURAL,0.2,0.8,0.5,2.5
CARE-OF-1047,COMPLEXITY,0,1,0,2
CARE-OF-1047,STRAIN,0,1,0,1.75
RITUAL-1048,STRUCTURAL,0.12,0.88,0.3,2.5
RITUAL-1048,COMPLEXITY,0,1,0,2
RITUAL-1048,STRAIN,0,1,0,1.75
MOON-JUICE-1049,STRUCTURAL,0.2,0.8,0.5,2.5
MOON-JUICE-1049,COMPLEXITY,0,1,0,2
MOON-JUICE-1049,STRAIN,0,1,0,1.75
SAKARA-1050,STRUCTURAL,0.12,0.88,0.3,2.5
SAKARA-1050,COMPLEXITY,0,1,0,2
SAKARA-1050,STRAIN,0,1,0,1.75
DAILY-HARVEST-1051,STRUCTURAL,0,1,0,2.5
DAILY-HARVEST-1051,COMPLEXITY,0,1,0,2
DAILY-HARVEST-1051,STRAIN,0.171,0.829,0.3,1.75
FACTOR-1052,STRUCTURAL,0.2,0.8,0.5,2.5
FACTOR-1052,COMPLEXITY,0,1,0,2
FACTOR-1052,STRAIN,0,1,0,1.75
SUNBASKET-1053,STRUCTURAL,0.2,0.8,0.5,2.5
SUNBASKET-1053,COMPLEXITY,0,1,0,2
SUNBASKET-1053,STRAIN,0,1,0,1.75
PURPLE-CARROT-1054,STRUCTURAL,0.12,0.88,0.3,2.5
PURPLE-CARROT-1054,COMPLEXITY,0,1,0,2
PURPLE-CARROT-1054,STRAIN,0,1,0,1.75
TERRITORY-FOODS-1055,STRUCTURAL,0.12,0.88,0.3,2.5
TERRITORY-FOODS-1055,COMPLEXITY,0,1,0,2
TERRITORY-FOODS-1055,STRAIN,0,1,0,1.75
TRIFECTA-1056,STRUCTURAL,0.12,0.88,0.3,2.5
TRIFECTA-1056,COMPLEXITY,0,1,0,2
TRIFECTA-1056,STRAIN,0,1,0,1.75
KETTLE-FIRE-1057,STRUCTURAL,0.2,0.8,0.5,2.5
KETTLE-FIRE-1057,COMPLEXITY,0,1,0,2
KETTLE-FIRE-1057,STRAIN,0,1,0,1.75
BONAFIDE-PROVISIONS-1058,STRUCTURAL,0.12,0.88,0.3,2.5
BONAFIDE-PROVISIONS-1058,COMPLEXITY,0,1,0,2
BONAFIDE-PROVISIONS-1058,STRAIN,0,1,0,1.75
FARMBOX-DIRECT-1059,STRUCTURAL,0.2,0.8,0.5,2.5
FARMBOX-DIRECT-1059,COMPLEXITY,0,1,0,2
FARMBOX-DIRECT-1059,STRAIN,0,1,0,1.75
MISFITS-MARKET-1060,STRUCTURAL,0.2,0.8,0.5,2.5
MISFITS-MARKET-1060,COMPLEXITY,0,1,0,2
MISFITS-MARKET-1060,STRAIN,0,1,0,1.75
IMPERFECT-FOODS-1061,STRUCTURAL,0.12,0.88,0.3,2.5
IMPERFECT-FOODS-1061,COMPLEXITY,0,1,0,2
IMPERFECT-FOODS-1061,STRAIN,0,1,0,1.75
HUNGRYROOT-1062,STRUCTURAL,0.12,0.88,0.3,2.5
HUNGRYROOT-1062,COMPLEXITY,0,1,0,2
HUNGRYROOT-1062,STRAIN,0,1,0,1.75
GOBBLE-1063,STRUCTURAL,0.2,0.8,0.5,2.5
GOBBLE-1063,COMPLEXITY,0,1,0,2
GOBBLE-1063,STRAIN,0,1,0,1.75
GREEN-CHEF-1064,STRUCTURAL,0.12,0.88,0.3,2.5
GREEN-CHEF-1064,COMPLEXITY,0,1,0,2
GREEN-CHEF-1064,STRAIN,0,1,0,1.75
FRESH-N-LEAN-1065,STRUCTURAL,0.2,0.8,0.5,2.5
FRESH-N-LEAN-1065,COMPLEXITY,0,1,0,2
FRESH-N-LEAN-1065,STRAIN,0,1,0,1.75
VEESTRO-1066,STRUCTURAL,0.12,0.88,0.3,2.5
VEESTRO-1066,COMPLEXITY,0,1,0,2
VEESTRO-1066,STRAIN,0,1,0,1.75
TRUEATS-1067,STRUCTURAL,0.12,0.88,0.3,2.5
TRUEATS-1067,COMPLEXITY,0,1,0,2
TRUEATS-1067,STRAIN,0,1,0,1.75
REAL-GOOD-FOODS-1068,STRUCTURAL,0.2,0.8,0.5,2.5
REAL-GOOD-FOODS-1068,COMPLEXITY,0,1,0,2
REAL-GOOD-FOODS-1068,STRAIN,0,1,0,1.75
OAT-HAUS-1069,STRUCTURAL,0.12,0.88,0.3,2.5
OAT-HAUS-1069,COMPLEXITY,0,1,0,2
OAT-HAUS-1069,STRAIN,0,1,0,1.75
POPPI-1070,STRUCTURAL,0.2,0.8,0.5,2.5
POPPI-1070,COMPLEXITY,0,1,0,2
POPPI-1070,STRAIN,0,1,0,1.75
HEALTH-ADE-1071,STRUCTURAL,0.12,0.88,0.3,2.5
HEALTH-ADE-1071,COMPLEXITY,0,1,0,2
HEALTH-ADE-1071,STRAIN,0,1,0,1.75
FLY-BY-JING-1072,STRUCTURAL,0.2,0.8,0.5,2.5
FLY-BY-JING-1072,COMPLEXITY,0,1,0,2
FLY-BY-JING-1072,STRAIN,0,1,0,1.75
MAYA-KAIMAL-1073,STRUCTURAL,0.12,0.88,0.3,2.5
MAYA-KAIMAL-1073,COMPLEXITY,0,1,0,2
MAYA-KAIMAL-1073,STRAIN,0,1,0,1.75
WILD-EARTH-1074,STRUCTURAL,0.2,0.8,0.5,2.5
WILD-EARTH-1074,COMPLEXITY,0,1,0,2
WILD-EARTH-1074,STRAIN,0,1,0,1.75
THE-GOOD-PATCH-1075,STRUCTURAL,0.2,0.8,0.5,2.5
THE-GOOD-PATCH-1075,COMPLEXITY,0,1,0,2
THE-GOOD-PATCH-1075,STRAIN,0,1,0,1.75
JOOLIES-1076,STRUCTURAL,0.12,0.88,0.3,2.5
JOOLIES-1076,COMPLEXITY,0,1,0,2
JOOLIES-1076,STRAIN,0,1,0,1.75
MALK-ORGANICS-1077,STRUCTURAL,0,1,0,2.5
MALK-ORGANICS-1077,COMPLEXITY,0.15,0.85,0.3,2
MALK-ORGANICS-1077,STRAIN,0,1,0,1.75
KOIA-1078,STRUCTURAL,0.2,0.8,0.5,2.5
KOIA-1078,COMPLEXITY,0,1,0,2
KOIA-1078,STRAIN,0,1,0,1.75
EVOLVED-BY-NATURE-1079,STRUCTURAL,0.12,0.88,0.3,2.5
EVOLVED-BY-NATURE-1079,COMPLEXITY,0,1,0,2
EVOLVED-BY-NATURE-1079,STRAIN,0,1,0,1.75
PRIME-ROOTS-1080,STRUCTURAL,0,1,0,2.5
PRIME-ROOTS-1080,COMPLEXITY,0,1,0,2
PRIME-ROOTS-1080,STRAIN,0.171,0.829,0.3,1.75
MEATI-FOODS-1081,STRUCTURAL,0.12,0.88,0.3,2.5
MEATI-FOODS-1081,COMPLEXITY,0,1,0,2
MEATI-FOODS-1081,STRAIN,0,1,0,1.75
NATURE-S-FYND-1082,STRUCTURAL,0.12,0.88,0.3,2.5
NATURE-S-FYND-1082,COMPLEXITY,0,1,0,2
NATURE-S-FYND-1082,STRAIN,0,1,0,1.75
PERFECT-DAY-1083,STRUCTURAL,0.2,0.8,0.5,2.5
PERFECT-DAY-1083,COMPLEXITY,0,1,0,2
PERFECT-DAY-1083,STRAIN,0,1,0,1.75
FORMO-1084,STRUCTURAL,0.12,0.88,0.3,2.5
FORMO-1084,COMPLEXITY,0,1,0,2
FORMO-1084,STRAIN,0,1,0,1.75
CHANGE-FOODS-1085,STRUCTURAL,0.2,0.8,0.5,2.5
CHANGE-FOODS-1085,COMPLEXITY,0,1,0,2
CHANGE-FOODS-1085,STRAIN,0,1,0,1.75
LYPRI-1086,STRUCTURAL,0,1,0,2.5
LYPRI-1086,COMPLEXITY,0.15,0.85,0.3,2
LYPRI-1086,STRAIN,0,1,0,1.75
NOURISH-INGREDIENTS-1087,STRUCTURAL,0.2,0.8,0.5,2.5
NOURISH-INGREDIENTS-1087,COMPLEXITY,0,1,0,2
NOURISH-INGREDIENTS-1087,STRAIN,0,1,0,1.75
MYCOWORKS-1088,STRUCTURAL,0.2,0.8,0.5,2.5
MYCOWORKS-1088,COMPLEXITY,0,1,0,2
MYCOWORKS-1088,STRAIN,0,1,0,1.75
BOLT-THREADS-1089,STRUCTURAL,0.2,0.8,0.5,2.5
BOLT-THREADS-1089,COMPLEXITY,0,1,0,2
BOLT-THREADS-1089,STRAIN,0,1,0,1.75
PANGAIA-1090,STRUCTURAL,0.12,0.88,0.3,2.5
PANGAIA-1090,COMPLEXITY,0,1,0,2
PANGAIA-1090,STRAIN,0,1,0,1.75
OUTERKNOWN-1091,STRUCTURAL,0.12,0.88,0.3,2.5
OUTERKNOWN-1091,COMPLEXITY,0,1,0,2
OUTERKNOWN-1091,STRAIN,0,1,0,1.75
TENTREE-1092,STRUCTURAL,0.12,0.88,0.3,2.5
TENTREE-1092,COMPLEXITY,0,1,0,2
TENTREE-1092,STRAIN,0,1,0,1.75
GIRLFRIEND-COLLECTIVE-1093,STRUCTURAL,0.2,0.8,0.5,2.5
GIRLFRIEND-COLLECTIVE-1093,COMPLEXITY,0,1,0,2
GIRLFRIEND-COLLECTIVE-1093,STRAIN,0,1,0,1.75
CHRISTY-DAWN-1094,STRUCTURAL,0.12,0.88,0.3,2.5
CHRISTY-DAWN-1094,COMPLEXITY,0,1,0,2
CHRISTY-DAWN-1094,STRAIN,0,1,0,1.75
RE-DONE-1095,STRUCTURAL,0.2,0.8,0.5,2.5
RE-DONE-1095,COMPLEXITY,0,1,0,2
RE-DONE-1095,STRAIN,0,1,0,1.75
AMOUR-VERT-1096,STRUCTURAL,0.12,0.88,0.3,2.5
AMOUR-VERT-1096,COMPLEXITY,0,1,0,2
AMOUR-VERT-1096,STRAIN,0,1,0,1.75
EILEEN-FISHER-CIRCULARITY-1097,STRUCTURAL,0.2,0.8,0.5,2.5
EILEEN-FISHER-CIRCULARITY-1097,COMPLEXITY,0,1,0,2
EILEEN-FISHER-CIRCULARITY-1097,STRAIN,0,1,0,1.75
UNITED-BY-BLUE-1098,STRUCTURAL,0.12,0.88,0.3,2.5
UNITED-BY-BLUE-1098,COMPLEXITY,0,1,0,2
UNITED-BY-BLUE-1098,STRAIN,0,1,0,1.75
PACT-1099,STRUCTURAL,0.2,0.8,0.5,2.5
PACT-1099,COMPLEXITY,0,1,0,2
PACT-1099,STRAIN,0,1,0,1.75
KNOWN-SUPPLY-1100,STRUCTURAL,0,1,0,2.5
KNOWN-SUPPLY-1100,COMPLEXITY,0,1,0,2
KNOWN-SUPPLY-1100,STRAIN,0.171,0.829,0.3,1.75
TONLE-1101,STRUCTURAL,0.2,0.8,0.5,2.5
TONLE-1101,COMPLEXITY,0,1,0,2
TONLE-1101,STRAIN,0,1,0,1.75
ABLE-1102,STRUCTURAL,0.12,0.88,0.3,2.5
ABLE-1102,COMPLEXITY,0,1,0,2
ABLE-1102,STRAIN,0,1,0,1.75
MATA-TRADERS-1103,STRUCTURAL,0.2,0.8,0.5,2.5
MATA-TRADERS-1103,COMPLEXITY,0,1,0,2
MATA-TRADERS-1103,STRAIN,0,1,0,1.75
RAVEN-LILY-1104,STRUCTURAL,0.12,0.88,0.3,2.5
RAVEN-LILY-1104,COMPLEXITY,0,1,0,2
RAVEN-LILY-1104,STRAIN,0,1,0,1.75
NOONDAY-COLLECTION-1105,STRUCTURAL,0.12,0.88,0.3,2.5
NOONDAY-COLLECTION-1105,COMPLEXITY,0,1,0,2
NOONDAY-COLLECTION-1105,STRAIN,0,1,0,1.75
SOKO-1106,STRUCTURAL,0.12,0.88,0.3,2.5
SOKO-1106,COMPLEXITY,0,1,0,2
SOKO-1106,STRAIN,0,1,0,1.75
THE-CITIZENRY-1107,STRUCTURAL,0.12,0.88,0.3,2.5
THE-CITIZENRY-1107,COMPLEXITY,0,1,0,2
THE-CITIZENRY-1107,STRAIN,0,1,0,1.75
MADE-TRADE-1108,STRUCTURAL,0.2,0.8,0.5,2.5
MADE-TRADE-1108,COMPLEXITY,0,1,0,2
MADE-TRADE-1108,STRAIN,0,1,0,1.75
AVOCADO-GREEN-BRANDS-1109,STRUCTURAL,0.2,0.8,0.5,2.5
AVOCADO-GREEN-BRANDS-1109,COMPLEXITY,0,1,0,2
AVOCADO-GREEN-BRANDS-1109,STRAIN,0,1,0,1.75
PLUSHBEDS-1110,STRUCTURAL,0.12,0.88,0.3,2.5
PLUSHBEDS-1110,COMPLEXITY,0,1,0,2
PLUSHBEDS-1110,STRAIN,0,1,0,1.75
SAATVA-1111,STRUCTURAL,0.12,0.88,0.3,2.5
SAATVA-1111,COMPLEXITY,0,1,0,2
SAATVA-1111,STRAIN,0,1,0,1.75
EIGHT-SLEEP-1112,STRUCTURAL,0.12,0.88,0.3,2.5
EIGHT-SLEEP-1112,COMPLEXITY,0,1,0,2
EIGHT-SLEEP-1112,STRAIN,0,1,0,1.75
BRYTE-1113,STRUCTURAL,0.2,0.8,0.5,2.5
BRYTE-1113,COMPLEXITY,0,1,0,2
BRYTE-1113,STRAIN,0,1,0,1.75
SLEEP-NUMBER-DTC-1114,STRUCTURAL,0.2,0.8,0.5,2.5
SLEEP-NUMBER-DTC-1114,COMPLEXITY,0,1,0,2
SLEEP-NUMBER-DTC-1114,STRAIN,0,1,0,1.75
CASPER-LABS-1115,STRUCTURAL,0.2,0.8,0.5,2.5
CASPER-LABS-1115,COMPLEXITY,0,1,0,2
CASPER-LABS-1115,STRAIN,0,1,0,1.75
HELIX-DNA-1116,STRUCTURAL,0.2,0.8,0.5,2.5
HELIX-DNA-1116,COMPLEXITY,0,1,0,2
HELIX-DNA-1116,STRAIN,0,1,0,1.75
23ANDME-WELLNESS-1117,STRUCTURAL,0.2,0.8,0.5,2.5
23ANDME-WELLNESS-1117,COMPLEXITY,0,1,0,2
23ANDME-WELLNESS-1117,STRAIN,0,1,0,1.75
VIOME-1118,STRUCTURAL,0.12,0.88,0.3,2.5
VIOME-1118,COMPLEXITY,0,1,0,2
VIOME-1118,STRAIN,0,1,0,1.75
INSIDETRACKER-1119,STRUCTURAL,0.12,0.88,0.3,2.5
INSIDETRACKER-1119,COMPLEXITY,0,1,0,2
INSIDETRACKER-1119,STRAIN,0,1,0,1.75
LEVELS-HEALTH-1120,STRUCTURAL,0.12,0.88,0.3,2.5
LEVELS-HEALTH-1120,COMPLEXITY,0,1,0,2
LEVELS-HEALTH-1120,STRAIN,0,1,0,1.75
WHOOP-1121,STRUCTURAL,0.12,0.88,0.3,2.5
WHOOP-1121,COMPLEXITY,0,1,0,2
WHOOP-1121,STRAIN,0,1,0,1.75
OURA-1122,STRUCTURAL,0.2,0.8,0.5,2.5
OURA-1122,COMPLEXITY,0,1,0,2
OURA-1122,STRAIN,0,1,0,1.75
FITBIT-U-S-1123,STRUCTURAL,0.2,0.8,0.5,2.5
FITBIT-U-S-1123,COMPLEXITY,0,1,0,2
FITBIT-U-S-1123,STRAIN,0,1,0,1.75
GARMIN-WELLNESS-1124,STRUCTURAL,0.12,0.88,0.3,2.5
GARMIN-WELLNESS-1124,COMPLEXITY,0,1,0,2
GARMIN-WELLNESS-1124,STRAIN,0,1,0,1.75
HYPERICE-1125,STRUCTURAL,0.12,0.88,0.3,2.5
HYPERICE-1125,COMPLEXITY,0,1,0,2
HYPERICE-1125,STRAIN,0,1,0,1.75
THERABODY-1126,STRUCTURAL,0.2,0.8,0.5,2.5
THERABODY-1126,COMPLEXITY,0,1,0,2
THERABODY-1126,STRAIN,0,1,0,1.75
HYDROW-1127,STRUCTURAL,0.12,0.88,0.3,2.5
HYDROW-1127,COMPLEXITY,0,1,0,2
HYDROW-1127,STRAIN,0,1,0,1.75
TONAL-1128,STRUCTURAL,0.2,0.8,0.5,2.5
TONAL-1128,COMPLEXITY,0,1,0,2
TONAL-1128,STRAIN,0,1,0,1.75
MIRROR-BY-LULULEMON-1129,STRUCTURAL,0.2,0.8,0.5,2.5
MIRROR-BY-LULULEMON-1129,COMPLEXITY,0,1,0,2
MIRROR-BY-LULULEMON-1129,STRAIN,0,1,0,1.75
PELOTON-DTC-1130,STRUCTURAL,0.2,0.8,0.5,2.5
PELOTON-DTC-1130,COMPLEXITY,0,1,0,2
PELOTON-DTC-1130,STRAIN,0,1,0,1.75
NORDICTRACK-1131,STRUCTURAL,0.12,0.88,0.3,2.5
NORDICTRACK-1131,COMPLEXITY,0,1,0,2
NORDICTRACK-1131,STRAIN,0,1,0,1.75
SOLE-FITNESS-1132,STRUCTURAL,0.12,0.88,0.3,2.5
SOLE-FITNESS-1132,COMPLEXITY,0,1,0,2
SOLE-FITNESS-1132,STRAIN,0,1,0,1.75
BOWFLEX-1133,STRUCTURAL,0.2,0.8,0.5,2.5
BOWFLEX-1133,COMPLEXITY,0,1,0,2
BOWFLEX-1133,STRAIN,0,1,0,1.75
TEMPO-1134,STRUCTURAL,0.12,0.88,0.3,2.5
TEMPO-1134,COMPLEXITY,0,1,0,2
TEMPO-1134,STRAIN,0,1,0,1.75
FIGHTCAMP-1135,STRUCTURAL,0.12,0.88,0.3,2.5
FIGHTCAMP-1135,COMPLEXITY,0,1,0,2
FIGHTCAMP-1135,STRAIN,0,1,0,1.75
BRILLIANT-LABS-1136,STRUCTURAL,0.2,0.8,0.5,2.5
BRILLIANT-LABS-1136,COMPLEXITY,0,1,0,2
BRILLIANT-LABS-1136,STRAIN,0,1,0,1.75
RAY-BAN-META-U-S-1137,STRUCTURAL,0.2,0.8,0.5,2.5
RAY-BAN-META-U-S-1137,COMPLEXITY,0,1,0,2
RAY-BAN-META-U-S-1137,STRAIN,0,1,0,1.75
MOJO-VISION-1138,STRUCTURAL,0.12,0.88,0.3,2.5
MOJO-VISION-1138,COMPLEXITY,0,1,0,2
MOJO-VISION-1138,STRAIN,0,1,0,1.75
HUMANE-AI-1139,STRUCTURAL,0.12,0.88,0.3,2.5
HUMANE-AI-1139,COMPLEXITY,0,1,0,2
HUMANE-AI-1139,STRAIN,0,1,0,1.75
RABBIT-INC-1140,STRUCTURAL,0.12,0.88,0.3,2.5
RABBIT-INC-1140,COMPLEXITY,0,1,0,2
RABBIT-INC-1140,STRAIN,0,1,0,1.75
REWIND-AI-1141,STRUCTURAL,0.12,0.88,0.3,2.5
REWIND-AI-1141,COMPLEXITY,0,1,0,2
REWIND-AI-1141,STRAIN,0,1,0,1.75
ARIA-INSIGHTS-1142,STRUCTURAL,0.2,0.8,0.5,2.5
ARIA-INSIGHTS-1142,COMPLEXITY,0,1,0,2
ARIA-INSIGHTS-1142,STRAIN,0,1,0,1.75
SKYDIO-1143,STRUCTURAL,0.12,0.88,0.3,2.5
SKYDIO-1143,COMPLEXITY,0,1,0,2
SKYDIO-1143,STRAIN,0,1,0,1.75
ANDURIL-1144,STRUCTURAL,0.2,0.8,0.5,2.5
ANDURIL-1144,COMPLEXITY,0,1,0,2
ANDURIL-1144,STRAIN,0,1,0,1.75
SHIELD-AI-1145,STRUCTURAL,0.12,0.88,0.3,2.5
SHIELD-AI-1145,COMPLEXITY,0,1,0,2
SHIELD-AI-1145,STRAIN,0,1,0,1.75
PALANTIR-COMMERCIAL-1146,STRUCTURAL,0.2,0.8,0.5,2.5
PALANTIR-COMMERCIAL-1146,COMPLEXITY,0,1,0,2
PALANTIR-COMMERCIAL-1146,STRAIN,0,1,0,1.75
C3-AI-1147,STRUCTURAL,0.12,0.88,0.3,2.5
C3-AI-1147,COMPLEXITY,0,1,0,2
C3-AI-1147,STRAIN,0,1,0,1.75
DATABRICKS-GTM-1148,STRUCTURAL,0.2,0.8,0.5,2.5
DATABRICKS-GTM-1148,COMPLEXITY,0,1,0,2
DATABRICKS-GTM-1148,STRAIN,0,1,0,1.75
SNOWFLAKE-SMB-1149,STRUCTURAL,0.12,0.88,0.3,2.5
SNOWFLAKE-SMB-1149,COMPLEXITY,0,1,0,2
SNOWFLAKE-SMB-1149,STRAIN,0,1,0,1.75
HASHICORP-1150,STRUCTURAL,0.2,0.8,0.5,2.5
HASHICORP-1150,COMPLEXITY,0,1,0,2
HASHICORP-1150,STRAIN,0,1,0,1.75
GITLAB-1151,STRUCTURAL,0.2,0.8,0.5,2.5
GITLAB-1151,COMPLEXITY,0,1,0,2
GITLAB-1151,STRAIN,0,1,0,1.75
CIRCLECI-1152,STRUCTURAL,0.12,0.88,0.3,2.5
CIRCLECI-1152,COMPLEXITY,0,1,0,2
CIRCLECI-1152,STRAIN,0,1,0,1.75
LAUNCHDARKLY-1153,STRUCTURAL,0,1,0,2.5
LAUNCHDARKLY-1153,COMPLEXITY,0,1,0,2
LAUNCHDARKLY-1153,STRAIN,0.171,0.829,0.3,1.75
FIGMA-1154,STRUCTURAL,0.2,0.8,0.5,2.5
FIGMA-1154,COMPLEXITY,0,1,0,2
FIGMA-1154,STRAIN,0,1,0,1.75
NOTION-1155,STRUCTURAL,0.12,0.88,0.3,2.5
NOTION-1155,COMPLEXITY,0,1,0,2
NOTION-1155,STRAIN,0,1,0,1.75
AIRTABLE-1156,STRUCTURAL,0.12,0.88,0.3,2.5
AIRTABLE-1156,COMPLEXITY,0,1,0,2
AIRTABLE-1156,STRAIN,0,1,0,1.75
CANVA-U-S-1157,STRUCTURAL,0.2,0.8,0.5,2.5
CANVA-U-S-1157,COMPLEXITY,0,1,0,2
CANVA-U-S-1157,STRAIN,0,1,0,1.75
ZAPIER-1158,STRUCTURAL,0.2,0.8,0.5,2.5
ZAPIER-1158,COMPLEXITY,0,1,0,2
ZAPIER-1158,STRAIN,0,1,0,1.75
WEBFLOW-1159,STRUCTURAL,0.2,0.8,0.5,2.5
WEBFLOW-1159,COMPLEXITY,0,1,0,2
WEBFLOW-1159,STRAIN,0,1,0,1.75
VERCEL-1160,STRUCTURAL,0.12,0.88,0.3,2.5
VERCEL-1160,COMPLEXITY,0,1,0,2
VERCEL-1160,STRAIN,0,1,0,1.75
NETLIFY-1161,STRUCTURAL,0.2,0.8,0.5,2.5
NETLIFY-1161,COMPLEXITY,0,1,0,2
NETLIFY-1161,STRAIN,0,1,0,1.75
RENDER-1162,STRUCTURAL,0.12,0.88,0.3,2.5
RENDER-1162,COMPLEXITY,0,1,0,2
RENDER-1162,STRAIN,0,1,0,1.75
RAILWAY-1163,STRUCTURAL,0.2,0.8,0.5,2.5
RAILWAY-1163,COMPLEXITY,0,1,0,2
RAILWAY-1163,STRAIN,0,1,0,1.75
SUPABASE-1164,STRUCTURAL,0.12,0.88,0.3,2.5
SUPABASE-1164,COMPLEXITY,0,1,0,2
SUPABASE-1164,STRAIN,0,1,0,1.75
MONGODB-COMMERCIAL-1165,STRUCTURAL,0.2,0.8,0.5,2.5
MONGODB-COMMERCIAL-1165,COMPLEXITY,0,1,0,2
MONGODB-COMMERCIAL-1165,STRAIN,0,1,0,1.75
ELASTIC-1166,STRUCTURAL,0.12,0.88,0.3,2.5
ELASTIC-1166,COMPLEXITY,0,1,0,2
ELASTIC-1166,STRAIN,0,1,0,1.75
DATADOG-SMB-1167,STRUCTURAL,0.12,0.88,0.3,2.5
